%time,field.hdr.seq,field.hdr.stamp,field.hdr.frame_id,field.del_pos0,field.del_pos1,field.del_pos2,field.del_pos3,field.del_pos4,field.del_pos5,field.tf_incr0.translation.x,field.tf_incr0.translation.y,field.tf_incr0.translation.z,field.tf_incr0.rotation.x,field.tf_incr0.rotation.y,field.tf_incr0.rotation.z,field.tf_incr0.rotation.w,field.tf_incr1.translation.x,field.tf_incr1.translation.y,field.tf_incr1.translation.z,field.tf_incr1.rotation.x,field.tf_incr1.rotation.y,field.tf_incr1.rotation.z,field.tf_incr1.rotation.w
1529453243790699720,0,1529453243790625357,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243791741814,0,1529453243791625559,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243792702807,0,1529453243792625351,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243793735381,0,1529453243793625383,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243794718904,0,1529453243794626510,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243795716160,0,1529453243795625533,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243796738490,0,1529453243796625708,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243797725522,0,1529453243797625649,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243798705915,0,1529453243798625380,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243799735202,0,1529453243799625327,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243800714155,0,1529453243800625452,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243801730971,0,1529453243801625354,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243802746936,0,1529453243802636334,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243803698234,0,1529453243803626665,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243804730744,0,1529453243804637323,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243805741009,0,1529453243805637287,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243806722549,0,1529453243806625730,,0,0,0,0,0,0,0.0,2.99752760238,-0.121771396241,0.0,0.0,0.0,1.0,0.0,2.70603195699,-1.29514132347,0.0,0.0,0.0,1.0
1529453243807710314,0,1529453243807626268,,0,0,0,0,0,0,0.0,2.99907930788,-0.0743189414384,0.0,0.0,0.0,1.0,0.0,2.72850328207,-1.24710458251,0.0,0.0,0.0,1.0
1529453243808726248,0,1529453243808626250,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243809749371,0,1529453243809636922,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243810711002,0,1529453243810625689,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243811743017,0,1529453243811636884,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243812743444,0,1529453243812636866,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243813741777,0,1529453243813637528,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243814734590,0,1529453243814625576,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243815743470,0,1529453243815637423,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243816743471,0,1529453243816636893,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243817736653,0,1529453243817637428,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243818726013,0,1529453243818625675,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243819734865,0,1529453243819636920,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243820741960,0,1529453243820637260,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243821742630,0,1529453243821637469,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243822730966,0,1529453243822625634,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243823724977,0,1529453243823626751,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243824730168,0,1529453243824626824,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243825720338,0,1529453243825626435,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243826715646,0,1529453243826625815,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243827735137,0,1529453243827637227,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243828741530,0,1529453243828637036,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243829721363,0,1529453243829638449,,0,0,0,0,0,0,0.0,2.99910520193,-0.0732665526803,0.0,0.0,0.0,1.0,0.0,2.72924910735,-1.24547152116,0.0,0.0,0.0,1.0
1529453243830740753,0,1529453243830625683,,0,0,0,0,0,0,0.0,2.99990589061,-0.0237623122102,0.0,0.0,0.0,1.0,0.0,2.75119610483,-1.19621068077,0.0,0.0,0.0,1.0
1529453243831728769,0,1529453243831626220,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243832742165,0,1529453243832638382,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243833726765,0,1529453243833638480,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243834733337,0,1529453243834625680,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243835734754,0,1529453243835638838,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243836747955,0,1529453243836638670,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243837720532,0,1529453243837637593,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243838730430,0,1529453243838625679,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243839742235,0,1529453243839637057,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243840721987,0,1529453243840636956,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243841743521,0,1529453243841638271,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243842727223,0,1529453243842625658,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243843736008,0,1529453243843639009,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243844745344,0,1529453243844638224,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243845739425,0,1529453243845638279,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243846728948,0,1529453243846627056,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243847735565,0,1529453243847626494,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243848740078,0,1529453243848638801,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243849744606,0,1529453243849639172,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243850714573,0,1529453243850625915,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243851745936,0,1529453243851638304,,0,0,0,0,0,0,0.0,2.99992182626,-0.0216572466002,0.0,0.0,0.0,1.0,0.0,2.75223090784,-1.19382788958,0.0,0.0,0.0,1.0
1529453243852725893,0,1529453243852626270,,0,0,0,0,0,0,0.0,2.99989880248,0.0246409189799,0.0,0.0,0.0,1.0,0.0,2.77352275148,-1.14349094751,0.0,0.0,0.0,1.0
1529453243853728674,0,1529453243853626184,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243854721160,0,1529453243854625871,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243855713489,0,1529453243855626855,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243856734297,0,1529453243856626727,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243857743457,0,1529453243857638845,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243858715808,0,1529453243858625632,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243859743403,0,1529453243859639888,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243860737304,0,1529453243860639043,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243861743228,0,1529453243861639484,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243862742367,0,1529453243862625723,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243863742219,0,1529453243863637167,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243864725366,0,1529453243864637346,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243865732993,0,1529453243865637241,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243866736089,0,1529453243866625675,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243867729999,0,1529453243867626987,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243868743737,0,1529453243868626948,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243869737534,0,1529453243869637067,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243870689825,0,1529453243870625822,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243871747150,0,1529453243871637166,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243872738051,0,1529453243872637368,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243873744981,0,1529453243873636832,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243874733523,0,1529453243874625666,,0,0,0,0,0,0,0.0,2.99988086519,0.0267356439472,0.0,0.0,0.0,1.0,0.0,2.77436025058,-1.14145748935,0.0,0.0,0.0,1.0
1529453243875723784,0,1529453243875625971,,0,0,0,0,0,0,0.0,2.99906153785,0.0750326075904,0.0,0.0,0.0,1.0,0.0,2.79530215958,-1.08916749706,0.0,0.0,0.0,1.0
1529453243876723555,0,1529453243876626206,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243877744272,0,1529453243877636712,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243878736724,0,1529453243878625434,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243879734261,0,1529453243879636892,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243880743573,0,1529453243880636781,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243881732263,0,1529453243881636982,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243882726233,0,1529453243882625659,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243883737984,0,1529453243883637101,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243884734661,0,1529453243884636849,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243885743004,0,1529453243885636218,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243886732064,0,1529453243886625483,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243887736972,0,1529453243887637355,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243888738720,0,1529453243888637122,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243889743766,0,1529453243889636861,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243890724942,0,1529453243890625902,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243891734734,0,1529453243891636925,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243892745791,0,1529453243892626680,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243893726635,0,1529453243893626221,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243894689619,0,1529453243894625787,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243895741430,0,1529453243895637137,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243896736577,0,1529453243896637068,,0,0,0,0,0,0,0.0,2.99900827313,0.0771322092014,0.0,0.0,0.0,1.0,0.0,2.79655733451,-1.08594064054,0.0,0.0,0.0,1.0
1529453243897727985,0,1529453243897626238,,0,0,0,0,0,0,0.0,2.99742402414,0.124294889397,0.0,0.0,0.0,1.0,0.0,2.81549745375,-1.03584462539,0.0,0.0,0.0,1.0
1529453243898733468,0,1529453243898625564,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243899735293,0,1529453243899636996,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243900742947,0,1529453243900636790,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243901735120,0,1529453243901637314,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243902730247,0,1529453243902625586,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243903736303,0,1529453243903637285,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243904736272,0,1529453243904637379,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243905844349,0,1529453243905637328,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243906709466,0,1529453243906625811,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243907728900,0,1529453243907637813,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243908757616,0,1529453243908638606,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243909752391,0,1529453243909637165,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243910725632,0,1529453243910625870,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243911743393,0,1529453243911637278,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243912741537,0,1529453243912636913,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243913730089,0,1529453243913636994,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243914730733,0,1529453243914625535,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243915731095,0,1529453243915626721,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243916758253,0,1529453243916626217,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243917735930,0,1529453243917637338,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243918714259,0,1529453243918625716,,0,0,0,0,0,0,0.0,2.99738220318,0.125299353745,0.0,0.0,0.0,1.0,0.0,2.81668114355,-1.03262158391,0.0,0.0,0.0,1.0
1529453243919717531,0,1529453243919626322,,0,0,0,0,0,0,0.0,2.99522562495,0.169184679049,0.0,0.0,0.0,1.0,0.0,2.83442888533,-0.982859549495,0.0,0.0,0.0,1.0
1529453243920697626,0,1529453243920626247,,0,0,0,0,0,0,0.0,2.99505038577,0.172259068575,0.0,0.0,0.0,1.0,0.0,2.83524030026,-0.980516414838,0.0,0.0,0.0,1.0
1529453243921735899,0,1529453243921637157,,0,0,0,0,0,0,0.0,2.99505038577,0.172259068575,0.0,0.0,0.0,1.0,0.0,2.83524030026,-0.980516414838,0.0,0.0,0.0,1.0
1529453243922732431,0,1529453243922625667,,0,0,0,0,0,0,0.0,2.99505038577,0.172259068575,0.0,0.0,0.0,1.0,0.0,2.83524030026,-0.980516414838,0.0,0.0,0.0,1.0
1529453243923762313,0,1529453243923637093,,0,0,0,0,0,0,0.0,2.99505038577,0.172259068575,0.0,0.0,0.0,1.0,0.0,2.83524030026,-0.980516414838,0.0,0.0,0.0,1.0
1529453243924745574,0,1529453243924636826,,0,0,0,0,0,0,0.0,2.99505038577,0.172259068575,0.0,0.0,0.0,1.0,0.0,2.83524030026,-0.980516414838,0.0,0.0,0.0,1.0
