%time,field.hdr.seq,field.hdr.stamp,field.hdr.frame_id,field.del_pos0,field.del_pos1,field.del_pos2,field.del_pos3,field.del_pos4,field.del_pos5,field.tf_incr0.translation.x,field.tf_incr0.translation.y,field.tf_incr0.translation.z,field.tf_incr0.rotation.x,field.tf_incr0.rotation.y,field.tf_incr0.rotation.z,field.tf_incr0.rotation.w,field.tf_incr1.translation.x,field.tf_incr1.translation.y,field.tf_incr1.translation.z,field.tf_incr1.rotation.x,field.tf_incr1.rotation.y,field.tf_incr1.rotation.z,field.tf_incr1.rotation.w
1529453241901716525,0,1529453241901625810,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241902712249,0,1529453241902626499,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241903963228,0,1529453241903894202,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241904709094,0,1529453241904627179,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241905724965,0,1529453241905626552,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241906698725,0,1529453241906625877,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241907695671,0,1529453241907625874,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241908687406,0,1529453241908625852,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241909700182,0,1529453241909625851,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241910700832,0,1529453241910625535,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241911691919,0,1529453241911627421,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241912698693,0,1529453241912631183,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241913700833,0,1529453241913625941,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241914693407,0,1529453241914625798,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241915691962,0,1529453241915625884,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241916691419,0,1529453241916625779,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241917700472,0,1529453241917625623,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241918693299,0,1529453241918625583,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241919691282,0,1529453241919625840,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241920690667,0,1529453241920625675,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241921699348,0,1529453241921625606,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241922692760,0,1529453241922625323,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241923691265,0,1529453241923625718,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241924691253,0,1529453241924625722,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241925699346,0,1529453241925625545,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241926692072,0,1529453241926625447,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241927691892,0,1529453241927625775,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241928691015,0,1529453241928625645,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241929700018,0,1529453241929625696,,0,0,0,0,0,0,0.0,0.444810753964,-2.96684064169,0.0,0.0,0.0,1.0,0.0,-0.869423693098,-2.87125450664,0.0,0.0,0.0,1.0
1529453241930752277,0,1529453241930625725,,0,0,0,0,0,0,0.0,0.483579699814,-2.96076859513,0.0,0.0,0.0,1.0,0.0,-0.843781324561,-2.8788944191,0.0,0.0,0.0,1.0
1529453241931700829,0,1529453241931625928,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241932691789,0,1529453241932625790,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241933690531,0,1529453241933625640,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241934692425,0,1529453241934625449,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241935691012,0,1529453241935625722,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241936690810,0,1529453241936625635,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241937700152,0,1529453241937625622,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241938691884,0,1529453241938625516,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241939690784,0,1529453241939625791,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241940699189,0,1529453241940625502,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241941690656,0,1529453241941625734,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241942692174,0,1529453241942625258,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241943691081,0,1529453241943625828,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241944691994,0,1529453241944625609,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241945699410,0,1529453241945625584,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241946692709,0,1529453241946625474,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241947700358,0,1529453241947625798,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241948691756,0,1529453241948625773,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241949691335,0,1529453241949625614,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241950692252,0,1529453241950625436,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241951691190,0,1529453241951625788,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241952690727,0,1529453241952625583,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241953699614,0,1529453241953625632,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241954692088,0,1529453241954625395,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241955691017,0,1529453241955625777,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241956690764,0,1529453241956625673,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241957700258,0,1529453241957625734,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241958693839,0,1529453241958625649,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241959691927,0,1529453241959625965,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241960691607,0,1529453241960625711,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241961699430,0,1529453241961625619,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241962691575,0,1529453241962625599,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241963691922,0,1529453241963625765,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241964720424,0,1529453241964627189,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241965699162,0,1529453241965627419,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241966705807,0,1529453241966626217,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241967718282,0,1529453241967627472,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241968705532,0,1529453241968627435,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241969701746,0,1529453241969626148,,0,0,0,0,0,0,0.0,0.557312224383,-2.94777934801,0.0,0.0,0.0,1.0,0.0,-0.807831468268,-2.88918817644,0.0,0.0,0.0,1.0
1529453241970796863,0,1529453241970625948,,0,0,0,0,0,0,0.0,0.599508098415,-2.93948805746,0.0,0.0,0.0,1.0,0.0,-0.783571453988,-2.89586183657,0.0,0.0,0.0,1.0
1529453241971703085,0,1529453241971627406,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241972697385,0,1529453241972626446,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241973692806,0,1529453241973626217,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241974694445,0,1529453241974625793,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241975728262,0,1529453241975625742,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241976723420,0,1529453241976625895,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241977717222,0,1529453241977625721,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241978723337,0,1529453241978625280,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241979721803,0,1529453241979625733,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241980721194,0,1529453241980625609,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241981721749,0,1529453241981625453,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241982705958,0,1529453241982625546,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241983697250,0,1529453241983627258,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241984723849,0,1529453241984626173,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241985701811,0,1529453241985626070,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241986715778,0,1529453241986625668,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241987732631,0,1529453241987627250,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241988688271,0,1529453241988626386,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241989702009,0,1529453241989625936,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241990722086,0,1529453241990625947,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241991702561,0,1529453241991625446,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241992685911,0,1529453241992626153,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241993718741,0,1529453241993625724,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241994715820,0,1529453241994625515,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241995705779,0,1529453241995627107,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241996721446,0,1529453241996626440,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241997700954,0,1529453241997625850,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241998723357,0,1529453241998625898,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453241999719313,0,1529453241999625816,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453242000728022,0,1529453242000625734,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453242001722309,0,1529453242001625844,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453242002691609,0,1529453242002625509,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453242003698766,0,1529453242003625651,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453242004719905,0,1529453242004625758,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453242005697696,0,1529453242005625578,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453242006724157,0,1529453242006625532,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453242007721296,0,1529453242007625738,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453242008732604,0,1529453242008625845,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453242009730947,0,1529453242009625682,,0,0,0,0,0,0,0.0,0.65710599693,-2.92715078341,0.0,0.0,0.0,1.0,0.0,-0.738892473773,-2.90758282981,0.0,0.0,0.0,1.0
1529453242010786744,0,1529453242010625632,,0,0,0,0,0,0,0.0,0.693016119943,-2.91885742329,0.0,0.0,0.0,1.0,0.0,-0.704851746344,-2.91602195048,0.0,0.0,0.0,1.0
1529453242011724788,0,1529453242011626200,,0,0,0,0,0,0,0.0,0.755787461887,-2.90323704035,0.0,0.0,0.0,1.0,0.0,-0.658411921855,-2.92685731479,0.0,0.0,0.0,1.0
1529453242012722722,0,1529453242012625781,,0,0,0,0,0,0,0.0,0.755787461887,-2.90323704035,0.0,0.0,0.0,1.0,0.0,-0.658411921855,-2.92685731479,0.0,0.0,0.0,1.0
1529453242013727374,0,1529453242013625781,,0,0,0,0,0,0,0.0,0.755787461887,-2.90323704035,0.0,0.0,0.0,1.0,0.0,-0.658411921855,-2.92685731479,0.0,0.0,0.0,1.0
1529453242014723185,0,1529453242014625629,,0,0,0,0,0,0,0.0,0.755787461887,-2.90323704035,0.0,0.0,0.0,1.0,0.0,-0.658411921855,-2.92685731479,0.0,0.0,0.0,1.0
1529453242015716870,0,1529453242015625991,,0,0,0,0,0,0,0.0,0.755787461887,-2.90323704035,0.0,0.0,0.0,1.0,0.0,-0.658411921855,-2.92685731479,0.0,0.0,0.0,1.0
1529453242016723259,0,1529453242016625767,,0,0,0,0,0,0,0.0,0.755787461887,-2.90323704035,0.0,0.0,0.0,1.0,0.0,-0.658411921855,-2.92685731479,0.0,0.0,0.0,1.0
1529453242017727080,0,1529453242017625720,,0,0,0,0,0,0,0.0,0.755787461887,-2.90323704035,0.0,0.0,0.0,1.0,0.0,-0.658411921855,-2.92685731479,0.0,0.0,0.0,1.0
1529453242018723718,0,1529453242018625540,,0,0,0,0,0,0,0.0,0.755787461887,-2.90323704035,0.0,0.0,0.0,1.0,0.0,-0.658411921855,-2.92685731479,0.0,0.0,0.0,1.0
1529453242019704038,0,1529453242019626679,,0,0,0,0,0,0,0.0,0.755787461887,-2.90323704035,0.0,0.0,0.0,1.0,0.0,-0.658411921855,-2.92685731479,0.0,0.0,0.0,1.0
1529453242020723686,0,1529453242020626066,,0,0,0,0,0,0,0.0,0.755787461887,-2.90323704035,0.0,0.0,0.0,1.0,0.0,-0.658411921855,-2.92685731479,0.0,0.0,0.0,1.0
1529453242021728345,0,1529453242021625677,,0,0,0,0,0,0,0.0,0.755787461887,-2.90323704035,0.0,0.0,0.0,1.0,0.0,-0.658411921855,-2.92685731479,0.0,0.0,0.0,1.0
